job_text
flutter developer looking hire expert flutter developer eligible post apply resume job type full time part time salary per month benefit flexible schedule food allowance schedule day shift supplemental pay joining bonus overtime pay experience total work year preferred housing rent subsidy yes industry software development work remotely temporarily due covid
django developer python django developer lead job code pdj strong python experience api development rest rpc experience working api framework django flask experience evaluating improving efficiency program linux environment ability effectively handle multiple task high level accuracy attention detail good verbal written communication skill working knowledge sql json experience preferred good knowledge automated unit testing using pyunit
machine learning data scientist contractor bangalore responsibility looking capable data scientist join analytics team reporting locally india bangalore person responsibility include research design development machine learning deep learning algorithm tackle variety fraud oriented challenge data scientist work closely software engineer program manager deliver end end product including data collection big scale analysis exploring different algorithmic approach model development assessment validation way production qualification least year hand development complex machine learning model using modern framework tool ideally python based solid understanding statistic applied mathematics creative thinker proven ability tackle open problem apply non trivial solution experience software development using python java similar language graduate sc computer science mathematics equivalent preferably machine learning ability write clean concise code quick learner independent methodical detail oriented team player positive attitude collaborative good communication skill dedicated make thing happen flexible capable making decision ambiguous changing environment advantage prior experience software developer data engineer advantage experience big data advantage experience spark big advantage experience deep learning framework pytorch tensorflow kera advantage experience telecommunication domain fraud prevention advantage
io developer job description strong framework outside io always plus io experience generalist engineer background related technology plus disciplined approach development documentation file structure strong visual design sense excellent taste constant desire improve learn take thing higher excellent understanding networking mobile network issue concurrency threading experience working internationalized apps responsibility design build advanced application io platform collaborate cross functional team define design ship new feature work bug fixing improving application performance continuously discover evaluate implement new technology maximize development efficiency published one io apps app store deep familiarity objective c cocoa touch experience working io framework core data core animation core graphic core text experience third party library apis working knowledge general mobile landscape architecture trend emerging technology solid understanding full mobile development life cycle responsible working different layer io apps help architect maintain set native mobile application
full stack developer job responsibility full stack engineer react role make impact petsmart transforming engineering team meet need rapidly changing retail environment role foundational helping build craft petsmart prowess making react j native key framework across mobile web property working across web mobile application part building amazing mobile first customer experience impact customer store digital channel goal responsibility include act full stack developer across petsmart various web mobile solution full stack engineer help build petsmart competency using react j native across mobile web property partner web engineering team strategy share component across application best practice new advancement react community work product ux team review design concept offer suggestion decrease complexity maintaining spirit experience proactively make recommendation technical enhancement better performance scalability maintainability accountable delivering agile environment creates oversees completion technical development mobile web solution work cross functional business team design develop solution based business requirement identify area improvement design implementation process tooling automated testing quality assurance mentor le experienced developer remain current latest web technology seeking integrate solution appropriate bring table year hand experience web development year recent experience working react strong experience various j library framework redux angular vue etc expert understanding javascript html c restful apis http networking concept full stack web development architecture expertise experience mvc object oriented programming concept experience implementing responsive design adaptive design demonstrated strong front end development skill especially concerning accessibility extensibility client side computing object oriented design pattern object oriented c experience sas less postcss framework demonstrated passion user experience design usability familiar experienced making use open source component ability address short term tactical requirement without losing site longer range strategic direction self motivated discipline meet deadline speed accuracy professional attitude excellent written oral communication skill excellent analytical trouble shooting skill collaborative team player ability resolve conflict constructive manner work around obstacle ensure project success b computer science equivalent team growing faster pace ever investing heavily cutting edge technology importantly people petsmart team department valued business partner every area company every level associate empowered come innovative idea strategic impact business take pride work behind love pet click meet mike goodwin petsmart cio love home office offer outstanding amenity fun rewarding workplace including pet friendly environment bring pet work work life balance family event movie night art event holiday festival top dog gym equipment fitness class massage therapist personal trainer sit stay caf serving fresh breakfast lunch option starbucks cart productivity finest lil paw learning center onsite childcare facility volunteer event petsmart charity submit resume
java developer software developer integration immediate opening dynamic akron cleveland area company looking experienced software developer integration developer design develops test maintains enhances multiple system serving internal user well supplier customer integration developer interacts internal business partner deliver system advance company strategy improve enterprise capability candidate need demonstrate experience following skillsets proven technical expertise design development coding testing debugging enterprise software strong knowledge web service wsdl soap restful experience working relational database experience authoring maintaining data access database query familiar standard software design pattern methodology mvc architecture proficient following technology c net net core html cs mssql mysql reactjs experience working administering microsoft ii experience syspro erp package plus required candidate must able execute following function creates deploys code configuration associated support project work across application portfolio assist creating evolving standardizing technical process source code management continuous integration etc submits code configuration high level quality performance security scalability extensibility assist creation evaluation business requirement project plan requirement include take pride delivering work time quality good problem solving decision making ability ability learn quickly fast paced environment ability work independently team effectively juggle continuous mix support project work able work hour provide call support needed ideal candidate must self starter able work independently experience skillsets mentioned position requires highly responsible organized individual good work ethic minimum two year experience using tool technology noted compensation commensurate experience industry manufacturing education bachelor degree computer science information system related field combination education equivalent work experience job type contract experience software development year required work location one location work remotely
full stack developer senior full stack developer h cwt looking senior full stack developer proven back end skill well strong front end skill role use cutting edge technology help develop next generation business travel solution million user worldwide participate lead architecture review technology standard definition lead effort find implement support new technology framework standard experiment implement propose new process technology develop back end system designed scale analyze business software requirement develop back end software test learn new technology broaden tech stack provide tier production support handle live production issue participate develop agile software development process qualification b sc degree computer science engineering relevant field equivalent industry experience minimum year experience developing following nodejs java experience nosql solution mongodb elasticsearch redis experience react angular knowledge single page application spa development advantage experience javascript c html responsive ui cross browser advantage experienced developing rich large scale web application advantage experience developing robust http apis back end service passion technology building product team player excellent interpersonal skill self motivated independent learner eligible candidate must valid passport able travel israel week training shortly hired primary location u il chicago work home employment type standard job family information technology scope global travel yes time shift day job organization p hotel product experience level year job posting may equal opportunity employer affirmative action employer organization discriminate employment practice due applicant race color religion sex national origin veteran status disability status sexual orientation gender identity federal state local protected class
javascript developer job description reactjs nodejs azure function graphql capability strong hand experience javascript framework like reactjs hand experience nodejs hand experience azure function integration strong hand experience html cs javascript excellent written verbal communication knowledge rest well graphql experience range year educational qualification graduation pg doctorate job responsibility implementing visual component building rich ui complex internal external system taking ownership module building foundation new system inline improved quality process productivity passion quality writing clean solid readable code scale performs well skill required reactjs nodejs azure function graphql job code kl dp pzb
devops engineer main responsibility deliverable manage support rollout scalability execution automation consumed various team ensure automation service scale handle rapid growth using automation establish ability measure optimize system health performance ongoing basis configure tune troubleshoot automation achieve optimal application performance stability strong scripting experience bash ruby python java solid experience working commercial grade automated deployment configuration mgmt tool puppet chef cloudify cfengine puppet skill strongly coveted strong hand experience open source provisioning tool cobbler foreman php linux likewise open source system tool utility strong senior level linux window o experience troubleshooting skill experience application debugging performance scalability capacity planning expertise manage full system lifecycle automation including configuration code deployment user acceptance test production environment improve automated product performance health check self healing capability complex highly available cloud environment participates assist drive automation tool roadmap increase availability performance reduce support demand drive adoption infrastructure code devops oriented organization partner r team engineer resilient supportable scalable product architect solution leverage best cloud infrastructure experience tool software urban code hadoop tomcat mule openam apache experience f load balancer networking theory protocol tcp ip ntp dns hardware component
software engineer overview based silicon valley tintri wholly owned subsidiary datadirect network ddn com data scale powerhouse world largest privately held storage company tintri solution serve need enterprise data centre intelligent infrastructure product portfolio includes advanced technology tintri acquired september nexenta acquired may intelliflash acquired western digital november portfolio offer fresh choice new experience elevate user experience automation analytic insight tight integration application workflow enterprise application including mission critical database business application virtualization flexible software defined solution learn tintri portfolio solution tintri looking motivated passionate individual self motivated work career valuing thriving environment collaboration teamwork best together quest provide game changing storage solution job description job location pune red senior software engineer rest api dev job description responsibility looking senior software engineer red tintri storage engineering team design build deliver configuration deployment tool ddn red software storage product participate definition implementation red rest api allowing configure deploy manage red solution premise cloud participate system tool definition implementation providing interaction storage deployment perform analytics provide value added service customer user development competency knowledge rest api strong experience developing debugging c c linux unix experience developing python go experience git gerrit jenkins good written verbal communication skill english ideal candidate knowledge experience several following subject knowledge configuration deployment large system cloud premise knowledge deployment vms container knowledge development utilization control data plane api system management skill experience minimum year software development experience excellent written verbal communication skill excellent time management skill ability independently prioritize multitask work deadline fast paced environment strong interpersonal skill ability interact effectively program staff strong team player highly effective analytical problem solving decision making influencing capability storage industry experience desired minimum b m computer engineering computer science related technical field
